route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613662,"Outbound",1,965124,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613663,"Outbound",1,965177,270116
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613664,"Outbound",1,965138,80121
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613665,"Outbound",1,965163,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613666,"Outbound",1,965137,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613667,"Outbound",1,965159,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613668,"Outbound",1,965155,270116
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613669,"Outbound",1,965170,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613670,"Outbound",1,965141,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613671,"Outbound",1,965176,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613672,"Outbound",1,965122,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613673,"Outbound",1,965131,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613674,"Outbound",1,965204,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613675,"Outbound",1,965175,270116
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613676,"Outbound",1,965205,80121
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613677,"Outbound",1,965144,340161
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613678,"Outbound",1,965138,160195
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613679,"Outbound",1,965127,60070
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613680,"Outbound",1,965185,270116
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613681,"Outbound",1,965189,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613682,"Outbound",1,965168,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613683,"Outbound",1,965184,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613684,"Outbound",1,965143,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613685,"Outbound",1,965152,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613686,"Outbound",1,965181,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613687,"Outbound",1,965190,270116
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613688,"Outbound",1,965127,80121
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613689,"Outbound",1,965197,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613690,"Outbound",1,965150,60070
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613691,"Outbound",1,965164,270116
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613692,"Outbound",1,965146,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613693,"Outbound",1,965199,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613694,"Outbound",1,965159,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613695,"Outbound",1,965200,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613696,"Outbound",1,965149,160195
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613697,"Outbound",1,965156,80121
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613698,"Outbound",1,965177,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613699,"Outbound",1,965141,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613700,"Outbound",1,965176,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613701,"Outbound",1,965163,160195
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613702,"Outbound",1,965197,80121
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613703,"Outbound",1,965137,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613704,"Outbound",1,965124,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613705,"Outbound",1,965122,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613706,"Outbound",1,965205,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613707,"Outbound",1,965176,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613708,"Outbound",1,965156,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613709,"Outbound",1,965153,60070
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613710,"Outbound",1,965144,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613711,"Outbound",1,965143,160195
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613712,"Outbound",1,965146,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613713,"Outbound",1,965191,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613714,"Outbound",1,965201,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613715,"Outbound",1,965186,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613716,"Outbound",1,965135,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613717,"Outbound",1,965127,60070
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613718,"Outbound",1,965168,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613719,"Outbound",1,965144,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613720,"Outbound",1,965128,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613721,"Outbound",1,965181,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613722,"Outbound",1,965176,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613723,"Outbound",1,965179,160195
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613724,"Outbound",1,965127,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613725,"Outbound",1,965174,60070
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613726,"Outbound",1,965197,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613727,"Outbound",1,965168,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613728,"Outbound",1,965202,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613729,"Outbound",1,965124,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613730,"Outbound",1,965186,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613731,"Outbound",1,965140,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613732,"Outbound",1,965169,270116
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613733,"Outbound",1,965156,340161
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613734,"Outbound",1,965147,60070
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613735,"Outbound",1,965152,80121
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613736,"Outbound",1,965188,160195
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613737,"Outbound",1,965179,340161
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613738,"Outbound",1,965208,270116
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613739,"Outbound",1,965195,160195
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613740,"Outbound",1,965130,60070
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613741,"Outbound",1,965159,80121
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613742,"Outbound",1,965135,340161
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613743,"Outbound",1,965152,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613744,"Outbound",1,965130,270116
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613745,"Outbound",1,965169,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613746,"Outbound",1,965124,160195
8,TRYON-Weekday-1-BUS-26-06-1111100-,5613747,"Outbound",1,965188,80121
34,TRYON-Weekday-1-BUS-26-06-1111100-,5613748,"Outbound",1,965174,340161
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613749,"Outbound",1,965205,270116
6,TRYON-Weekday-1-BUS-26-06-1111100-,5613750,"Outbound",1,965208,60070
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613751,"Outbound",1,965135,160195
16,TRYON-Weekday-1-BUS-26-06-1111100-,5613752,"Outbound",1,965130,160195
27,TRYON-Weekday-1-BUS-26-06-1111100-,5613753,"Outbound",1,965202,270116
