year,agency_code,asm_option,k2_feeder,subgroup,aaa_score,aaa_score_masking,awa_score,awa_score_masking,cgrs_score,cgrs_score_masking,elp_score,elp_score_masking,mcr_score,mcr_score_masking,scgs_score,scgs_score_masking,bi_score,bi_score_masking,ach_score,eg_status,eg_score,spg_score,spg_score_masking,spg_grade,spg_grade_masking,mags_score,mags_score_masking,ma_eg_status,ma_eg_score,ma_spg_score,ma_spg_grade,rdgs_score,rdgs_score_masking,rd_eg_status,rd_eg_score,rd_spg_score,rd_spg_grade,agency_level,designation_Type,name,category_code,lea_code,county,street_addr,street_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_i,residing_district,esea,stem,purple_star
2025,00B000,N,N,ELS,23.3,,,,,,27.9,,,,,,,,24.5,Met,72,34,,F,,,,,,,,,,,,,,SCH,C,NC Virtual Academy,A,CH,Durham,4220 NC Highway 55,S,Durham,NC,27713,919-346-121,0K:12,Regular School,Traditional,http://ncva.k12.com/,Kristina Rodrigues,Y,NC-SEA,,,
2025,00B000,N,N,HI7,44,,,,90,,,,,,41.7,,41.2,,45.8,Met,71.7,51,,D,,,,,,,,,,,,,,SCH,C,NC Virtual Academy,A,CH,Durham,4220 NC Highway 55,S,Durham,NC,27713,919-346-121,0K:12,Regular School,Traditional,http://ncva.k12.com/,Kristina Rodrigues,Y,NC-SEA,,,
2025,00B000,N,N,MU7,40.5,,,,,,,,,,37.9,,57.6,,41.4,NotMet,59.8,45,,D,,,,,,,,,,,,,,SCH,C,NC Virtual Academy,A,CH,Durham,4220 NC Highway 55,S,Durham,NC,27713,919-346-121,0K:12,Regular School,Traditional,http://ncva.k12.com/,Kristina Rodrigues,Y,NC-SEA,,,
2025,00B000,N,N,SWD,15.9,,,,63.9,,,,,,20.9,,19.4,,19.6,Met,70.2,30,,F,,,,,,,,,,,,,,SCH,C,NC Virtual Academy,A,CH,Durham,4220 NC Highway 55,S,Durham,NC,27713,919-346-121,0K:12,Regular School,Traditional,http://ncva.k12.com/,Kristina Rodrigues,Y,NC-SEA,,,
2025,00B000,N,N,WH7,48.9,,46.6,,73,,,,93,,64.7,,55,,53.3,NotMet,52.6,53,,D,,,,,,,,,,,,,,SCH,C,NC Virtual Academy,A,CH,Durham,4220 NC Highway 55,S,Durham,NC,27713,919-346-121,0K:12,Regular School,Traditional,http://ncva.k12.com/,Kristina Rodrigues,Y,NC-SEA,,,
2025,010303,N,N,ALL,95,1,88.5,,95,1,,,95,1,,,93.8,,96.8,Exceeded,92.8,96,,A,,,,,,,,,,,,,,SCH,P,ABSS Early College at ACC,H,010LEA,Alamance,1247 Jimmie Kerr Road,,Graham,NC,27253,336-506-4001,09:13,Regular School,Traditional,https://www.abss.k12.nc.us/o/abec,Dr Whitney Fliehman,,,,,
2025,010303,N,N,EDS,95,1,,,,,,,,,,,,,98.1,Exceeded,90.2,97,,A,,,,,,,,,,,,,,SCH,P,ABSS Early College at ACC,H,010LEA,Alamance,1247 Jimmie Kerr Road,,Graham,NC,27253,336-506-4001,09:13,Regular School,Traditional,https://www.abss.k12.nc.us/o/abec,Dr Whitney Fliehman,,,,,
2025,010303,N,N,HI7,95,1,,,,,,,,,,,,,97.2,,,97,,A,,,,,,,,,,,,,,SCH,P,ABSS Early College at ACC,H,010LEA,Alamance,1247 Jimmie Kerr Road,,Graham,NC,27253,336-506-4001,09:13,Regular School,Traditional,https://www.abss.k12.nc.us/o/abec,Dr Whitney Fliehman,,,,,
2025,010303,N,N,WH7,95,1,,,,,,,,,,,,,100,Exceeded,86.6,97,,A,,,,,,,,,,,,,,SCH,P,ABSS Early College at ACC,H,010LEA,Alamance,1247 Jimmie Kerr Road,,Graham,NC,27253,336-506-4001,09:13,Regular School,Traditional,https://www.abss.k12.nc.us/o/abec,Dr Whitney Fliehman,,,,,
2025,010304,N,N,ALL,51.3,,,,,,62.9,,,,73.2,,,,55,Met,76.9,59,,C,,54.7,,Met,80.1,60,C,47.9,,Met,72.1,53,D,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,BL7,32.4,,,,,,,,,,,,,,32.4,,,32,,F,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,EDS,38.2,,,,,,61.8,,,,66.7,,,,44.7,Met,71.4,50,,D,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,ELS,39.1,,,,,,62.9,,,,,,,,45.7,Met,75,52,,D,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,HI7,43.4,,,,,,64.5,,,,,,,,47,NotMet,69.5,52,,D,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,SWD,21.2,,,,,,,,,,,,,,21.2,,,21,,F,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010304,N,N,WH7,57.9,,,,,,,,,,91.2,,,,62.7,Met,81.6,66,,C,,,,,,,,,,,,,,SCH,P,Alexander Wilson Elementary,E,010LEA,Alamance,2518 NC 54,,Graham,NC,27253,336-578-1366,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/awes,Dr Ashley Westmoreland,,,,,
2025,010308,N,N,ALL,56.9,,,,,,,,,,61.7,,,,57.6,NotMet,54.9,57,,C,,68.1,,NotMet,58.7,66,C,45.7,,NotMet,57.7,48,D,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,BL7,39.1,,,,,,,,,,,,,,39.1,NotMet,58.8,43,,D,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,EDS,46.2,,,,,,,,,,54.4,,,,47.4,NotMet,60.2,50,,D,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,ELS,36.7,,,,,,,,,,,,,,36.7,NotMet,64.9,42,,D,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,HI7,45.8,,,,,,,,,,,,,,45.8,NotMet,61.3,49,,D,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,SWD,13.1,,,,,,,,,,,,,,13.1,NotMet,69.2,24,,F,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010308,N,N,WH7,68.4,,,,,,,,,,78.2,,,,69.7,NotMet,59.4,68,,C,,,,,,,,,,,,,,SCH,P,Altamahaw-Ossipee Elementary,E,010LEA,Alamance,2832 N NC 87,,Elon,NC,27244,336-538-6030,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/aoes,Erin Millspaugh,,,,,
2025,010310,N,N,ALL,34.3,,,,,,11.3,,,,33.3,,,,31.4,NotMet,59.6,37,,F,,39.4,,NotMet,63,44,D,29.2,,NotMet,69,37,F,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010310,N,N,BL7,31.2,,,,,,,,,,21.1,,,,29.9,NotMet,64.7,37,,F,,,,,,,,,,,,,,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010310,N,N,EDS,31.5,,,,,,8.2,,,,32.8,,,,29.2,NotMet,62.6,36,,F,,,,,,,,,,,,,,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010310,N,N,ELS,29,,,,,,11.3,,,,29.9,,,,24.6,Met,76.2,35,,F,,,,,,,,,,,,,,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010310,N,N,HI7,34.2,,,,,,11.6,,,,36.1,,,,30.4,NotMet,69.2,38,,F,,,,,,,,,,,,,,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010310,N,N,SWD,8.4,,,,,,,,,,,,,,8.4,Met,70.7,21,,F,,,,,,,,,,,,,,SCH,P,Broadview Middle,M,010LEA,Alamance,2229 Broadview Drive,,Burlington,NC,27217,336-570-6195,06:08,Regular School,Traditional,http://brm.abss.k12.nc.us/,Nicole Lancaster,Y,,,,
2025,010311,N,N,ALL,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,SCH,P,Career and Technical Education Center,H,010LEA,Alamance,2550 Buckingham Road,,Burlington,NC,27217,336-570-6092,09:12,Vocational Educati,Traditional,https://www.abss.k12.nc.us/o/ctec,Clifton Davis,,,,,
2025,010312,N,N,ALL,53.4,,,,,,51.6,,,,63.1,,,,54.7,Met,70.8,58,,C,,56.4,,Met,73.1,60,C,50.5,,Met,73.1,55,C,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,BL7,31,,,,,,,,,,34.4,,,,31.5,NotMet,62.6,38,,F,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,EDS,41.1,,,,,,,,,,50,,,,42.3,NotMet,67.8,47,,D,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,ELS,47.4,,,,,,51.6,,,,,,,,48.6,Met,80.8,55,,C,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,HI7,51.8,,,,,,,,,,,,,,51.8,Met,78.4,57,,C,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,SWD,27.1,,,,,,,,,,,,,,27.1,Met,79.6,38,,F,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010312,N,N,WH7,69.7,,,,,,,,,,80.9,,,,71.6,Met,80.5,73,,B,,,,,,,,,,,,,,SCH,P,Highland Elementary,E,010LEA,Alamance,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,336-538-8700,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/highlandes,Mary Beth Chandler,,,,,
2025,010320,N,N,ALL,59.9,,,,,,,,,,64.7,,,,60.6,Met,74.3,63,,C,,65.1,,Met,77,67,C,54.8,,Met,77.2,59,C,SCH,P,E M Yoder Elementary,E,010LEA,Alamance,301 N Charles Street,,Mebane,NC,27302,919-563-3722,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emyes,Ms Danielle Gibbs,,,,,
2025,010320,N,N,EDS,36.3,,,,,,,,,,,,,,36.3,NotMet,64.8,42,,D,,,,,,,,,,,,,,SCH,P,E M Yoder Elementary,E,010LEA,Alamance,301 N Charles Street,,Mebane,NC,27302,919-563-3722,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emyes,Ms Danielle Gibbs,,,,,
2025,010320,N,N,WH7,70.6,,,,,,,,,,70.3,,,,70.5,Met,78.9,72,,B,,,,,,,,,,,,,,SCH,P,E M Yoder Elementary,E,010LEA,Alamance,301 N Charles Street,,Mebane,NC,27302,919-563-3722,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emyes,Ms Danielle Gibbs,,,,,
2025,010324,N,N,ALL,52.3,,42.5,,89.3,,,,94.4,,,,33.3,,59.6,Met,84.9,65,,C,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,BL7,47.1,,18.2,,93.2,,,,93.5,,,,24,,52.6,Met,82.2,59,,C,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,EDS,42,,27.5,,86.5,,,,93.3,,,,25.8,,51.8,Met,83.1,58,,C,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,ELS,25,,,,80.6,,,,,,,,8.8,,36.9,Met,83.8,46,,D,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,HI7,43.2,,46.2,,81,,,,95,1,,,25,,54,Exceeded,86.1,60,,C,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,SWD,22.1,,,,75.6,,,,,,,,19,,36.8,Met,77,45,,D,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010324,N,N,WH7,64.6,,63.5,,93.3,,,,95,1,,,47.1,,70.9,Met,77.8,72,,B,,,,,,,,,,,,,,SCH,P,Eastern Alamance High,H,010LEA,Alamance,4040 Mebane Rogers,,Mebane,NC,27302,919-563-5991,09:12,Regular School,Traditional,https://www.abss.k12.nc.us/o/eahs,Suzanne Simpson,,,,,
2025,010326,N,N,ALL,22.7,,,,,,60,,,,29.9,,,,28.8,Met,71.4,37,,F,,22.2,,Met,78.7,34,F,23.1,,Met,70.8,33,F,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010326,N,N,BL7,20.5,,,,,,,,,,,,,,20.5,NotMet,69.8,30,,F,,,,,,,,,,,,,,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010326,N,N,EDS,19.3,,,,,,67.4,,,,28.1,,,,25.5,Met,73.7,35,,F,,,,,,,,,,,,,,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010326,N,N,ELS,19.5,,,,,,60,,,,32.3,,,,33.7,Met,76,42,,D,,,,,,,,,,,,,,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010326,N,N,HI7,23,,,,,,60,,,,30.8,,,,32.3,Met,74,41,,D,,,,,,,,,,,,,,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010326,N,N,SWD,10,,,,,,,,,,,,,,10,NotMet,67.1,21,,F,,,,,,,,,,,,,,SCH,P,Eastlawn Elementary,E,010LEA,Alamance,502 N Graham Hopedale Road,,Burlington,NC,27217,336-570-6180,PK:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/eastlawnes,Mrs Syeda Smith-Williams,Y,,,,
2025,010328,N,N,ALL,58,,,,,,,,,,69.9,,,,59.7,NotMet,64.3,61,,C,,62.9,,NotMet,60.8,62,C,53.1,,Met,70.5,57,C,SCH,P,Edwin M Holt Elementary,E,010LEA,Alamance,4751 S NC 62,,Burlington,NC,27215,336-570-6420,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emhes,Dr Leslie Hersinger,,,,,
2025,010328,N,N,EDS,47.5,,,,,,,,,,57.8,,,,48.9,Met,72.8,54,,D,,,,,,,,,,,,,,SCH,P,Edwin M Holt Elementary,E,010LEA,Alamance,4751 S NC 62,,Burlington,NC,27215,336-570-6420,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emhes,Dr Leslie Hersinger,,,,,
2025,010328,N,N,HI7,48.6,,,,,,,,,,,,,,48.6,Met,73.6,54,,D,,,,,,,,,,,,,,SCH,P,Edwin M Holt Elementary,E,010LEA,Alamance,4751 S NC 62,,Burlington,NC,27215,336-570-6420,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emhes,Dr Leslie Hersinger,,,,,
2025,010328,N,N,SWD,28.8,,,,,,,,,,,,,,28.8,NotMet,64.3,36,,F,,,,,,,,,,,,,,SCH,P,Edwin M Holt Elementary,E,010LEA,Alamance,4751 S NC 62,,Burlington,NC,27215,336-570-6420,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emhes,Dr Leslie Hersinger,,,,,
2025,010328,N,N,WH7,62.3,,,,,,,,,,75.3,,,,64.3,NotMet,68.1,65,,C,,,,,,,,,,,,,,SCH,P,Edwin M Holt Elementary,E,010LEA,Alamance,4751 S NC 62,,Burlington,NC,27215,336-570-6420,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/emhes,Dr Leslie Hersinger,,,,,
2025,010340,N,N,ALL,54.6,,,,,,41.9,,,,71.3,,,,56.3,NotMet,56,56,,C,,61.3,,NotMet,55,60,C,48,,NotMet,63.2,51,D,SCH,P,Elon Elementary,E,010LEA,Alamance,720 Walker Road,,Elon,NC,27244,336-538-6000,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/elones,Cara Hurdle,,,,,
2025,010340,N,N,BL7,41.8,,,,,,,,,,,,,,41.8,NotMet,61,46,,D,,,,,,,,,,,,,,SCH,P,Elon Elementary,E,010LEA,Alamance,720 Walker Road,,Elon,NC,27244,336-538-6000,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/elones,Cara Hurdle,,,,,
2025,010340,N,N,EDS,39.3,,,,,,,,,,62.8,,,,42.2,NotMet,57.8,45,,D,,,,,,,,,,,,,,SCH,P,Elon Elementary,E,010LEA,Alamance,720 Walker Road,,Elon,NC,27244,336-538-6000,0K:05,Regular School,Traditional,https://www.abss.k12.nc.us/o/elones,Cara Hurdle,,,,,
